instance_id,título,text
FTWV7F,Cloven Hoof,"  Cloven Hoof es una banda de Wolverhampton, Reino Unido, que estuvo activo de 1979 a 1990, y en el 2000 regresaron. La banda se asocia al movimiento de la Nueva ola del heavy metal británico, también con bandas como Iron Maiden, Saxon y Diamond Head. Han tenido muchos cambios de los miembros, menos el bajista Lee Payne, ha permanecido desde su formación. Cloven Hoof ha tenido numerosos cambios de la alineación después de tantas grabaciones. Teatrales desde el principio, los cuatro miembros han tomado seudónimos basados en los cuatro elementos: David ""Water"" Potter, Steve ""Fire"" Rounds, Lee ""air"" Payne & Kevin ""Earth"" Poutney. Esta alineación a grabado exitosamente un demo en 1982, con The Opening Ritual EP, y su álbum debut Cloven Hoof. Lee Payne reactivó la banda en 1988, trayendo al vocalista Russ North y el guitarrista Andy Wood de Tredegar, dejando al baterista Jon Brown. Con un set entero de nuevos músicos, la banda llegó al estudio y empezó a grabar 2 álbumes: Dominator & A Sultan's Ransom. El miembro fundador de Tredegar, Lee Jones entró como segundo guitarrista después de la realización de los 2 álbumes. En 1990 se separan. "
PP9VKF,Rhogeessa genowaysi,Rhogeessa genowaysi es una especie de murciélago de la familia Vespertilionidae. Se encuentra sólo en dos localidades de la costa del Pacífico en el sur de Chiapas (México). Se encuentra amenazada de extinción por la pérdida de su hábitat natural. 
N0KFX4,Nancy Karanja,Nancy Karanja es una deportista keniana que compitió en taekwondo. Ganó dos medallas en el Campeonato Africano de Taekwondo en los años 1996 y 1998.[1]​ 
XN3XA3,Walker (California),"Walker es un lugar designado por el censo ubicado en el condado de Mono en el estado estadounidense de California. En el año 2010 tenía una población de 721 habitantes.[1]​ Walker se encuentra ubicado en las coordenadas 38°32′2.56″N 119°27′29.46″O﻿ / ﻿38.5340444, -119.4581833.[2]​ "
QFPEKZ,Mejor quinteto defensivo de la American Basketball Association,"El mejor quinteto defensivo de la ABA fue un reconocimiento que otorgaba cada año la desaparecida ABA a los cinco mejores jugadores defensivos de la temporada regular, a través de los votos de los entrenadores. "
EOX9Y2,Hewett (Wisconsin),"Hewett es un pueblo ubicado en el condado de Clark en el estado estadounidense de Wisconsin. En el Censo de 2010 tenía una población de 293 habitantes y una densidad poblacional de 3,16 personas por km².[2]​ Hewett se encuentra ubicado en las coordenadas 44°33′12″N 90°44′12″O﻿ / ﻿44.55333, -90.73667. Según la Oficina del Censo de los Estados Unidos, Hewett tiene una superficie total de 92.8 km², de la cual 91.68 km² corresponden a tierra firme y (1.21%) 1.12 km² es agua.[3]​ Según el censo de 2010,[4]​ había 293 personas residiendo en Hewett. La densidad de población era de 3,16 hab./km². De los 293 habitantes, Hewett estaba compuesto por el 100% blancos, el 0% eran afroamericanos, el 0% eran amerindios, el 0% eran asiáticos, el 0% eran isleños del Pacífico, el 0% eran de otras razas y el 0% pertenecían a dos o más razas. Del total de la población el 0% eran hispanos o latinos de cualquier raza.[5]​  "
8VK8NO,Volando sobre California,"Soarin'  over California (Volando sobre California) es un simulador que forma parte de las atracciones de Disney California Adventure Park (parte del complejo turístico Disney). Se estrenó junto con el parque el 8 de febrero de 2001. La misma atracción abrió el 5 de mayo de 2005 en el parque Epcot en el complejo Walt Disney World en Florida con el nombre de Soarin' (Volando). La atracción, que dura alrededor de cuatro minutos y 40 segundos, lleva al mismo tiempo a los 87 participantes en un recorrido simulado, colgando de un planeador que vuela sobre el Puente Golden Gate en San Francisco, el río Redwood Creek en el Condado Humbolt, el Valle de Napa, Monterey, El Lago Tahoe, el Parque nacional Yosemite (incluyendo las cascadas Yosemite y la cúpula de granito Half Dome), el campo de golf de la PGA en La Quinta (acreditado en el video de presentación en la fila como Palm Springs) Camarillo, el parque estatal Desierto Anza-Borrego, Fresno, San Diego, Malibú, Los Ángeles y Disneylandia durante la época de Navidad. Las últimas escenas trascienden del día, al atardecer, llegando hasta la noche que culmina con los fuegos artificiales rodeando los juegos y atracciones de Disneylandia. Además de los variados paisajes del estado, el recorrido resalta las diversas actividades recreativas que incluyen: esquiar en la nieve, pasear en balsa por los ríos, kayak, golf, paseo a caballo, vuelo en globo aerostático y por supuesto vuelo en ala delta o parapente. También son presentados el escuadrón de la fuerza aérea de los Estados Unidos, llamados Thunderbirds, y el portaviones USS John C. Stennis (CVN-74), en la base naval de San Diego Naval Air Station North Island. La música original, compuesta para esta película por Jerry Goldsmith, acompaña las imágenes, así como apropiadas esencias (cítricos, pino, artemisia, brisa del mar) que llenan el aire mientras los vehículos se mueven suavemente para simular la sensación de vuelo. Volando sobre California fue conceptualizado por primera vez en 1996 como Ultra Flight  (Super Vuelo) nombre que aún puede verse en la torre de consolas de la atracción en el parque California Adventure. Fue creado para presentarse en la pantalla OMNIMAX con una pista invertida, permitiendo a los participantes volar sobre los sitios más conocidos de California. La atracción tendría tres niveles de embarque y el sistema operaría sobre un cable horizontal como el de una tintorería. Este plan fue abandonado, sin embargo, cuando se determinó que el costo de la construcción y mano de obra para ese diseño sería prohibitivo. Parecía que Soarin no se convertiría en una realidad hasta que el ingeniero Mark Summer desarrolló una idea diferente para los vehículos del juego, usando un juego de construcción llamado Erector Set y cable, para crear un modelo que funcionara. Este diseño permitiría a Disney un eficiente abordaje de los participantes en un solo nivel en lugar de tres, reduciendo enormemente el costo de construcción y mano de obra.
Cada vehículo del juego consiste en tres filas de asientos debajo de un toldo en forma de ala. Después de que los participantes han sido sujetados con toda seguridad en el vehículo usando los habituales cinturones de seguridad, el toldo desciende suavemente y un sistema voladizo que utiliza una viga, levanta las sillas hacia el aire con los pies de las personas colgando libremente. El vehículo es levantado hacia el frente para que los participantes vean una pantalla cóncava en la que son proyectadas escenas aéreas de California. Estad escenas fueron filmadas con u formato IMAX HD (alta definición) a una velocidad de 48 cuadros por segundo, dos veces la velocidad de salida convencional de una película. Dado que el vehículo es movido hacia el frente y al centro del domo las personas sólo pueden ver las imágenes proyectadas en la pantalla y experimentan la sensación de volar. La estructura del juego contiene cerca de un millón de libras de acero y levanta 37 toneladas durante cada ciclo. 
Para realzar la ilusión de volar,  sutiles movimientos verticales de las sillas están sincronizados con la película. De acuerdo con las personas que operan esta atracción, los vehículos no se mueven horizontalmente. La sensación de movimiento horizontal es creado usando una combinación de un movimiento vertical y un cambio de imagen en la pantalla. Además esencias que complementan las diversas escenas son inyectadas en la corriente de aire que sopla sobre los pasajeros. Por ejemplo, en la escena de los campos de naranja de Ventura, los participantes son deleitados con esencia de flor de naranjo. Las escenas de montaña están acompañadas por aroma de árboles. Las escenas de Monterey y Malibú tienen esencias de brisa del mar. Soarin’ over California (Volando sobre California) es una de las más populares atracciones en el parque Disneylandia y usualmente el tiempo de espera es de entre 30 a 150 minutos. Sin embargo, la atracción está dentro del sistema Fastpass o pase rápido que permite a los visitantes evitar una larga espera.
Mientras esperan en la fila, las personas pasan por Wings of fame  (alas de la fama) un homenaje a las aeronaves más importantes en la historia de la aviación en California. Algunas de estas incluyen el P-51 Mustang, SR-71 Blackbird, y el Bell X-1.  Hay también una sección dedicada a personajes como Amelia Earhart, Jimmy Doolittle, Jack Northrop, los hermanos Wright, Howard Hughes, Jaqueline Cochran y Chick Yeager.
Antes de entrar en el teatro, las personas son llevadas a una de las tres áreas previas a la atracción, llamadas Alpha Gate, Bravo Gate o Charlie Gate. ( nombre de las tres primeras letras del alfabeto fonético de la OTAN). Justo antes de abordar, los participantes miran un video de pre-abordaje presentado por el jefe de sobrecargos, Patrick, caracterizado por el actor Patrick Warburton. Irónicamente, él está usando el uniforme de un primer oficial. Soarin’ oficialmente abrió dentro del pabellón La Tierra, el 5 de mayo de 2005. Los empleados utilizan trajes de sobrecargos, mientras que en el parque Disney California Adventure utilizan trajes de tripulación de campo aéreo. La idea es que los participantes están tomando vuelos a California, en lugar de que ya estén ahí. Esto se refuerza más adelante con el tema de que estás abordando por una puerta y de que te encuentras a bordo del vuelo 5505 que hace honor a la fecha en que la atracción fue inaugurada. (5 de mayo de 2005)
La fila original en Epcot presentaba imágenes de maravillas naturales de todo el mundo, no sólo de California. Esto era (y sigue siendo) una pequeña referencia al hecho de que el recorrido sólo presenta California. Actualmente en la fila, se utiliza una nueva tecnología infrarroja que permite a las personas participar en juegos interactivos. En 2009 esta tecnología de juegos interactivos apareció en el parque Magic Kindom (Reino Mágico) durante la reparación de 7 meses del juego Space Mountain (Montaña Espacial. Ambas versiones del juego usan la misma pista orquestal del compositor Jerry Goldsmith de quien se dice, bajó de su primer recorrido en el juego, con lágrimas. Además de encontrar el recorrido visualmente hermoso y mágico, dijo que su padre era un pilote que amaba todos los sitios Californianos. “Yo habría hecho cualquier cosa para ser parte de este proyecto” dijo Goldsmith “Yo habría incluso hecho la música para esta película gratis”.""[1]​ La banda sonora que él escribió, se toca durante toda la atracción, comenzando con un crescendo con suaves cuerdas mientras que la pantalla está aún obscura. Numerosas variaciones de un tranquilo tema para corno inglés y cuerdas se puede escuchar así como diversas fanfarrias que acompañan las grandiosas vistas en la película. La música de todo el recorrido se puede encontrar en Music from Disney California Adventure y recientemente en el álbum oficial de Walt Disney Wolrd,  y la música de salida se toca como parte de un circuito en Disneyland Resot’s y las plazas de entrada a Epcot.
Música inspiradora de gran variedad de películas, muchas de ellas con temas de guerra o de aviación, se toca afuera del edificio de la atracción en el parque California Adventure y en los pasillos de la fila, en ambas versiones. Algunas de las pistas musicales presentadas incluyen Patton, MacArthur, Air Force One, The Blue Max (todas de Jerry Goldsmith) The American President (de Marc Shaiman) , Dragon: The Bruce Lee Story (de Randy Edelman) The Last Starfighter (de Craig Safan) Apollo 13 y The Rocketeer  (ambas de James Horner), Always (de John Williams) y de la miniserie Band of Brothers de HBO (de Michael Kamen). The Air Force Song y Jupiter  (de Gustav Holst) y The Planets también están incluidas basadas en su uso en The Right Stuff. En la versión de la atracción en el parque California Adventure la “Historia de la Aviación en California” que está en el vestíbulo, utiliza las pistas musicales de varias películas. "
GAJ6DN,Lanthanosuchoidea,"Ver el texto. Lanthanosuchoidea es una superfamilia extinta de parareptiles anciromorfos que vivieron entre finales de la época del Cisuraliense a mediados del Guadalupiense (etapas del Artinskiense[1]​ - Wordiense)  durante el Pérmico, en Europa, Norteamérica y Asia.[2]​ Fue nombrada por el paleontólogo ruso Ivachnenko en 1980, y abarca a las familias Acleistorhinidae y Lanthanosuchidae.[3]​ Lanthanosuchoidea es un taxón basado en nodos definido en 1997 como ""el más reciente ancestro común de Lanthanosuchus, Lanthaniscus y Acleistorhinus"".[3]​ El cladograma mostrado a continuación muestra la topología de un análisis publicado en 2011 por Ruta et al.[2]​ Chalcosaurus rossicus Lanthaniscus efremovi Lanthanosuchus watsoni Acleistorhinus pteroticus Colobomycter pholeter El siguiente cladograma se basa en la topología de un análisis de 2016 realizado por MacDougall et al.[4]​ Feeserpeton Lanthanosuchus Acleistorhinus Delorhynchus Colobomycter pholeter Colobomycter vaughni "
JWRHOT,Anexo:Torneo Clausura 2003 (Argentina),"El Torneo Clausura 2003 fue el segundo torneo y el que finalizó la temporada 2002-03 de la Primera División de Argentina de fútbol. Comenzó el 14 de febrero y finalizó el 6 de julio. El campeón fue el Club Atlético River Plate, que con la dirección técnica de Manuel Pellegrini, alcanzó su trigésima tercera consagración, siendo la trigésima segunda en el profesionalismo. Consiguió así la clasificación a la Copa Libertadores 2004. El certamen se desarrolló en una sola rueda de todos contra todos. Los encuentros representaron el desquite del Torneo Apertura. "
UZNX15,Municipio de Wyard,"El municipio de Wyard (en inglés: Wyard Township) es un municipio ubicado en el condado de Foster en el estado estadounidense de Dakota del Norte. En el año 2010 tenía una población de 63 habitantes y una densidad poblacional de 0,69 personas por km².[2]​ El municipio de Wyard se encuentra ubicado en las coordenadas 47°27′3″N 99°12′49″O﻿ / ﻿47.45083, -99.21361. Según la Oficina del Censo de los Estados Unidos, el municipio tiene una superficie total de 91.52 km², de la cual 89,6 km² corresponden a tierra firme y (2,1 %) 1,92 km² es agua.[3]​ Según el censo de 2010,[4]​ había 63 personas residiendo en el municipio de Wyard. La densidad de población era de 0,69 hab./km². De los 63 habitantes, el municipio de Wyard estaba compuesto por el 100 % blancos. Del total de la población el 0 % eran hispanos o latinos de cualquier raza.[5]​  "
RZZCPA,COLTEMONIKHA," COLTEMONIKHA (コルテモニカ, COLTEMONIKHA?) fue un dúo electrónico japonés, que consistía de la modelo y diseñadora de modas Keito Sakai y su productor Yasutaka Nakata. El grupo se formó como un proyecto que combinaba la moda y la música. El dúo produjo dos mini-álbumes, los cuales fueron realizados para complementar la línea de moda de Sakai llamada ""Made in Colkinikha"". El nombre del grupo fue creado por la contracción de las marcas ""Colkinikha"" y ""Contemode"". La música de COLTEMONIKHA es technopop estilizada con picopop e influencias electrónicas. La letra de las canciones eran escritas por Sakai, generalmente llevaban un estado de animo alegre y contenían palabras tanto en inglés como en japonés. Su música ha sido comparada con los recientes trabajos hechos por Nakata en los grupos de Capsule y Perfume. "
Q7BSFJ,Arthroleptis formosus,Arthroleptis formosus[1]​ es una especie de anfibio anuro de la familia Arthroleptidae. Esta especie es endémica de Guinea. Habita entre los 180 y 360 m de altitud en la región de Télimélé.[2]​  
18Y6DX,Pygopleurus samai,Pygopleurus samai es una especie de coleóptero de la familia Glaphyridae. Habita en el Líbano.[1]​ 
8A2W5V,Bella Guerin,"Julia Margaret Guerin (Williamstown, Victoria, 23 de abril de 1858- Adelaida, 26 de julio de 1923), conocida como Bella Guerin, fue una feminista, activista política y maestra australiana; así como la primera mujer en graduarse en una universidad australiana.[1]​[2]​[3]​ Bella Guerin era hija de Patrick Guerin, sargento penal, más tarde gobernador de las cárceles, y su esposa Julia Margaret, de soltera Kearney, ambos originarios de Irlanda.[1]​[4]​[5]​ Inició su formación en casa, matriculándose en el año 1878 en un curso oficial de la Universidad de Melbourne, donde obtuvo en 1883 la titulación de maestra, lo que le permitió convertirse en la primera mujer que se graduó en una universidad australiana.[1]​[2]​[5]​ Trabajó como profesora en el Loreto College, en Ballarat, donde instó la creación de becas para estudios superiores para niñas católicas. En este centro llegó a ser directora de las clases universitarias de la Ballarat School of Mines.[1]​[2]​[5]​ Renunció a su puesto cuando se casó el 29 de junio de 1891 con el poeta y militar Henry Halloran, con quien tuvo un hijo, que sería médico en Adelaide.[1]​[2]​[4]​[5]​ Tras enviudar en 1893, se casó el 1 de octubre de 1909 con George D'Arcie Lavender. Fue un matrimonio de muy corta duración.[1]​[2]​[5]​ Por necesidades económicas tuvo que volver a la enseñanza, trabajando en diversas instituciones educativas de Sídney, Carlton, Prahran y East Melbourne.[1]​ Entre 1898 y 1903, frecuentó los círculos sufragistas, llegando a convertirse en miembro activo con cargo responsable dentro de la “ Women's Franchise League”, mientras dirigía el University College de Bendigo.[1]​[3]​ Este compromiso político hizo que poco a poco su actividad como docente fuera decayendo, ya que pasó a enseñar en diversas instituciones, de cada vez menor prestigio y en ocasiones con problemas con los departamentos por las condiciones de ese trabajo.[1]​ Entre 1912 y 1914 fue la vicepresidenta de la Asociación Política de Mujeres, y coautora del folleto electoral del año 1913, de la política australiana Vida Goldstein. Aunque pronto tuvo que dejar de ser miembro de uno de los grupos, ya que no había una buena sintonía entre organizaciones feministas y el partido laborista.[1]​[2]​[4]​[5]​ A partir de 1914, inicia una etapa en la que escribe y habla tanto por los partidos Laborista y Socialista de Victoria, como por la Liga de Mujeres de los Socialistas, llegando a ser considerada como una comentarista ""ingeniosa, convincente e instructiva"" en una variedad de cuestiones sociales controvertidas.[1]​ Fue defensora de la paz y dirigió la campaña de la Fraternidad contra la Conscripción de Mujeres Laboristas durante el referéndum de 1916 y habló en Adelaida, Broken Hill y las ciudades metropolitanas y centros victorianos contra el militarismo y en defensa de los derechos de reunión y libertad de expresión.[1]​ En 1918 es nombrada vicepresidenta del Comité Organizador Central de Mujeres del Partido Laborista, dando lugar a una fuerte controversia al enfrentarse al papel que hasta ese momento parecía destinado a las mujeres dentro de la organización política laborista.[1]​ Empieza en este momento una fase en la que ve los inconvenientes de ciertos aspectos del sistema capitalista, por lo que defiende principios más acordes al comunismo, aunque es defensora del sistema parlamentario.[1]​ También desde el punto de vista religioso Bella Guerin sufre una evolución significativa, pasando de sus creencias católicas al racionalismo.[1]​ En 1923 murió de cirrosis hepática en Adelaida y fue enterrada en el cementerio católico de West Terrace.[1]​ "
SII74G,Orthocis transversatus,Orthocis transversatus es una especie de coleóptero de la familia Ciidae. Habita en el sureste de los Estados Unidos.[1]​ 
5K33M1,Asymmetron lucayanum,"Asymmetron lucayanum es una especie de cefalocordado y una de las 2 especies que conforman el género Asymmetron[1]​ Asymmetron lucayanum se caracteriza por el pliegue mediano de la aleta caudal que se extiende más allá de último miotomo, siendo este un largo y estrecho. El notocordio se extiende por el proceso urostiloide hasta casi el extremo. Su color es blancuzco o amarillento pálido. La longitud corporal puede variar entre los 19 a 22 mm.[2]​[3]​ Esta especie se ha señalado para el océano Atlántico, océano Índico,[4]​ y océano Pacífico[5]​[6]​ occidental, En la región del Atlántico occidental se localiza desde Bermudas,[7]​ Bahamas,[8]​ Los cayos de la Florida en Estados Unidos,[2]​[9]​ Venezuela[3]​ hasta Pernanbuco en Brasil.[3]​ En la costa pacífica de América se señalado en Costa Rica en Islas Cocos[10]​ Habita en suelos de fondos someros arenosos, por lo general enterrado en la arena, aunque se puede hallar nadando en la superficie.[3]​ "
EARX4K,Campaña de las islas Gilbert y Marshall,"La campaña de las islas Gilbert y Marshall, en el teatro de operaciones de Asia-Pacífico de la Segunda Guerra Mundial, fueron operaciones estratégicas clave de la Flota del Pacífico de los Estados Unidos y el Cuerpo de Marines en el Pacífico Central, desde noviembre de 1943 hasta febrero de 1944. El propósito era establecer aeródromos que permitieran el apoyo aéreo desde tierra para próximas operaciones en el Pacífico Central. La campaña se inició con una costosa batalla de tres días por la isla de Betio en el atolón de Tarawa. La campaña fue precedida un año antes por un raid sobre la isla de Makin de distracción por los Marines de los EE. UU. en agosto de 1942. Las bases japonesas en las islas Gilbert y Marshall eran el perímetro exterior de las defensas orientales del Imperio japonés. La campaña de las islas Marianas y Palaos sucedió a esta campaña en el verano siguiente. Las fuerzas japonesas ocuparon las islas Gilbert tres días después del ataque a Pearl Harbor, Hawái. Como muestra simbólica de la defensa de Tarawa, construyeron una base de hidroaviones en Makin (Butaritari) y fueron dispersadas tropas a lo largo de las líneas de costa de los atolones para monitorizar los movimientos de las fuerzas aliadas en el Pacífico Sur.[1]​ Después de la incursión de distracción liderada por Evans Carlson sobre la isla Makin en agosto de 1942, el mando japonés tomó conciencia de la vulnerabilidad y significancia estratégica de las islas Gilbert.[2]​ La mayor y más estratégica de las islas Gilberts era Tarawa. Las fortificaciones fueron rápidamente mejoradas por los japoneses a partir de marzo de 1943 con cerca de 5000 tropas estacionadas. Adicionalmente se sumaron 3000 soldados de las Fuerzas Navales Especiales Japonesas y otras tropas y 940 unidades de construcción naval y 1247 trabajadores. En comparación, en las islas Makin estaban estacionadas un total de 798 tropas de combate, que incluían unos 100 efectivos de personal de aviación.[3]​ El general Holland Smith, comandante general del V Cuerpo Amfibio, culpó a la incursión de Carlson de la rápida acumulación de fuerzas japonesas y sentía firmemente, incluso mucho tiempo después de su jubilación, que Tarawa debería haber sido sorteada, en lugar de incurrir en graves pérdidas para los Marines durante su asalto.[1]​[4]​ Los almirantes Chester Nimitz, Ernest King y Raymond Spruance no estaban de acuerdo, y creían que retomar las Gilbert para proporcionar una base aérea para el siguiente paso, la batalla de las islas Marshall, era esencial en el movimiento continuo hacia Japón a través del Pacífico. El nombre en código para la captura de las Gilberts era Operación Galvanic,[3]​[4]​ que incluía la toma de Tarawa, Makin y Apamama. "
2FE0I1,Olivia Munn,"Lisa Olivia Munn (Oklahoma City, 3 de julio de 1980)[2]​ es una actriz, modelo, presentadora y escritora estadounidense. Empezó su carrera siendo acreditada como Lisa Munn. Desde 2006 usa el nombre de Olivia Munn tanto personal como profesionalmente. Lisa Olivia Munn nació en Oklahoma City, Oklahoma. Su madre, Kim Schmid, es de ascendencia china, y su padre, Winston Munn, tiene ascendencia inglesa, alemana e irlandesa. Su madre nació y se crio en Vietnam, y emigró a Oklahoma tras el fin de la guerra de Vietnam, en 1975.[3]​ Cuando Munn tenía dos años, su madre se casó otra vez, esta vez con un hombre de la Fuerza Aérea de los Estados Unidos. Aunque su familia se mudó varias veces, Munn se crio principalmente en Tokio, Japón, a donde su padrastro fue trasladado.[4]​ Durante este tiempo, apareció en varias producciones teatrales,[5]​ y luego empezó a modelar dentro de la industria de moda japonesa. Sus padres se divorciaron y regresó a Oklahoma, donde asistió a la Putnam City North High School, donde cursó la primaria y la secundaria,[6]​ y conoció al bajista de la banda Hinder Mike Rodden, al futuro senador de Oklahoma Daid Holt y al escritor Aaron Goldfarb. Asistió también a la Universidad de Oklahoma, especializándose en periodismo y estudios menores de japonés y artes dramáticas. Munn se mudó a Los Ángeles para empezar una carrera como actriz. En 2004, trabajó como comentarista del fútbol masculino y el baloncesto femenino. Más tarde aclaró que no fue una experiencia agradable, explicando que «estaba tratando de ser algo que no era y eso me hizo sentir incómoda en la televisión en vivo».[5]​ Poco después de mudarse a Los Ángeles, Munn fue encargada del casting en un pequeño film de terror titulado ""Scaregrow Gone Wild"". Apareció en el video musical de la banda de rock Zebrahead para su tema ""Hello, Tomorrow"", así como el interés amoroso del líder de la banda Justin Mauriello. Actualmente tiene un papel como actriz secundaria en la serie de HBO The Newsroom.[7]​ Munn ha realizado campañas de modelado para Nike, Pepsi y Playboy. Apareció en el otoño de 2006 (en septiembre) en la portada de la revista estadounidense Foam, en agosto en la revista Men's Edge, y destacó en noviembre de ese mismo año en la revista Complex, donde más tarde se convirtió en columnista. En febrero de 2007 apareció como ""Babe of the Month"" en Playboy completamente desnuda, algo que comenta en su libro Suck it, Wonder Woman.[8]​ Munn también se dejó ver en la edición de julio/agosto de 2007 de Men's Health.[9]​ En septiembre de 2007, volvió a aparecer en la versión italiana de la revista Vanity Fair para su edición ""Hot Young Hollywood"". Munn apareció, de nuevo, en Men's Health en la edición de invierno/primavera de 2009. En la edición julio/agosto de 2009 como la chica de la portada de Playboy, y más tarde en la portada de enero de 2010 y febrero de 2011 en Maxim. También se la pudo ver en la portada de FHM (edición de la revista enero de 2012). Ese mismo año fue votada por los lectores de Maxim y quedó segunda en la lista Hot Girl 100. Su libro Suck It, Wonder Woman: The Misadventures of a Hollywood Geek (ISBN 0-312-59105-5), fue lanzado el 6 de julio de 2010. Según un crítico, Olivia Munn ofrece en el libro una imagen de su vida pero sin llegar a profundizar en ella.[10]​ Olivia Munn mantuvo una relación con el quarterback de los Green Bay Packers Aaron Rodgers entre 2014 a 2017. Vive en Los Ángeles (California), y en la ciudad de Nueva York.[11]​ En mayo de 2021 se hizo público que estaba saliendo con el comediante John Mulaney.[12]​ En septiembre de ese año se hizo público su embarazo.[13]​ Su hijo nació el 24 de noviembre de 2021.[14]​ Munn es cinturón negro en taekwondo.[15]​ En noviembre de 2017 acusó al director de cine Brett Ratner de acosarla sexualmente en repetidas ocasiones durante un período de varios años.[16]​ Olivia es embajadora de PETA, ayuda a promover la anti-crueldad hacia los animales, por ejemplo, en el negocio de las pieles en China, que ha tenido una controversia enorme debido a los métodos inhumanos para la obtención de sus pelajes y pieles. También apoya a UNICEF.[17]​ Es coautora de Olivia, Munn; Montandon, Mac (2010). Suck It, Wonder Woman!: The Misadventures of a Hollywood Geek. New York: St. Martin's Press. "
6I6R8R,Live at the Brixton Academy (álbum de Faith No More),"Live at the Brixton Academy (en español: Faith No More en Vivo en la Academia Brixton), lanzado en 1991, es el único disco en vivo realizado por la banda estadounidense Faith No More. Fue grabado el 28 de abril de 1990, en Londres, Inglaterra. "
L4F99V,Felipe de Ibelín,"Felipe de Ibelín (c. 1235/1240-c. 1304) fue un noble chipriota. Pertenecía a la Casa de Ibelín y ocupó el cargo de condestable del Reino de Chipre. Era el segundo hijo de Balduino de Ibelín, senescal del Reino de Chipre y Alicia de Bethsan, miembro de la Casa de Béthune.[1]​ En 1302 fue nombrado condestable del reino.[2]​ Con una dispensa papal del 13 de agosto de 1253, se casó con Simona de Tiberíades, hija de Odón de Montbéliard, condestable del Reino de Jerusalén, y Eschiva de Saint Omer, princesa de Galilea.[3]​[2]​ Tuvo nueve hijos con Simona:[4]​ Felipe de Ibelín fallleció alrededor de 1304. "
D4CHSY,Admiral (Virginia Occidental),"Admiral es un área no incorporada ubicada en el condado de Ritchie, Virginia Occidental, Estados Unidos.[1]​ Está catalogada como un asentamiento humano por la Junta de Nombres Geográficos de los Estados Unidos.[1]​ Su número de identificación (ID) es 1688917.[1]​ Se encuentra a 247 m s. n. m. (810 pies).[1]​ Se estableció una oficina de correos en 1902 y permaneció en funcionamiento hasta 1907.[2]​ "
0STVDP,Guai!,"Guai! fue un tebeo publicado entre 1986 y 1990, primero por Editorial Grijalbo y luego por Ediciones B, con un total de 175 números. Estaba dirigido por Anna Maria Palé. Simultáneamente se publicó una buena colección llamada Tope Guai! que recopilaba algunas de las historietas previamente serializadas en ella y que constaría de 24 números, aunque se crearon 25.[2]​ Debido a la delicada situación de la Editorial Bruguera en el año 1984, varios de sus autores en colaboración con la Editorial Grijalbo crearon esta nueva revista.[1]​ Como los derechos de sus personajes eran propiedad de Bruguera, tuvieron que crear otros nuevos, aunque la mayoría de ellos fuertemente basados en los anteriores: La situación de Bruguera cambió cuando Ediciones B decidió comprar la empresa, con lo que estos autores podían regresar a sus personajes anteriores para seguir dibujando sus aventuras de siempre. Posteriormente, Ediciones B (conocida por entonces como Tebeos S. A.) también compra la revista Guai!. Aunque algunas de las nuevas series fueron continuadas durante un tiempo, la mayoría terminaron desapareciendo. 
En los últimos números, algunos personajes como Chicha, Tato y Clodoveo ya no son dibujados por sus creadores, sino por su equipo de colaboradores. Colaboraron también autores más jóvenes como Juan Carlos Ramis. Guai! se canceló tras un total de 175 números publicados durante poco más de tres años. En la revista se entremezclan series de factura española con otras de origen franco-belga (debido a que la Editorial Grijalbo poseía muchos de sus derechos). También entre historieta e historieta se incluían chistes gráficos de Gosset, Raf o Rovira.[3]​ "
Q32DJV,Uroplata approximata,Uroplata approximata es una especie de insecto coleóptero de la familia Chrysomelidae. Fue descrita científicamente en 1931 por Pic.[1]​ 
C72Z7X,Diego de Encinas Cañizares,"Diego de Encinas Cañizares (* Mizque, 1592 - † Lima, 14 de marzo de 1661), sacerdote y catedrático criollo que ocupó importantes cargos eclesiásticos y académicos en el Virreinato del Perú. Rector de la Universidad de San Marcos. Al concluir sus estudios elementales, ingresó al Real Colegio de San Martín (1609), y los continuó en el Colegio Mayor de San Felipe y San Marcos (1618), donde ejerció el rectorado. Obtuvo el grado de Doctor en Teología en la Universidad de San Marcos. Incorporado a la docencia en la Universidad, dictó la cátedra de Artes luego que la dejara el maestro Francisco de Godoy, con la asignación de un sueldo de 400 pesos anuales (1618). Ocasionalmente compuso poesía, dejando un soneto en la relación de Diego Cano Gutiérrez sobre las fiestas universitarias en honor a la Concepción de María (1619). Elegido rector, el claustro le ofreció una fiesta en el aniversario de su fundación (1636). Inició su carrera eclesiástica como cura de Cañete, pasando luego a la parroquia limeña de Santa Ana. Se desempeñó por esos años como capellán en Palacaio y en la Real Audiencia. Promovido a una canonjía en el Cabildo Metropolitano de Lima (1634), fue promovido sucesivamente a las dignidades de tesorero (1655), arcediano (1660) y finalmente elegido obispo de Santiago de Chile (1657), no pudo consagrarse al no llegarle la confirmación pontificia.  "
T1M2NP,Kovačevac (Lipik),"Kovačevac es una localidad de Croacia en el ejido de la ciudad de Lipik, condado de Požega-Eslavonia. Se encuentra a una altitud de 199 m s. n. m. a 124 km de la capital nacional, Zagreb. En el censo 2021 el total de población de la localidad fue de 13 habitantes.[3]​ Según los censos de población de la oficina estadística de Croacia.[4]​ "
